Age,Ethnicity,Gender,Income,District,Region,Insurance Coverage,Insurance Coverage Amount,Sports,Height,Weight,Pricepoint
52,Chinese,Male,21871.0,Tai Po,New Territories,no,0.0,Fencing,188,85.48771277786655,
18,Chinese,Male,33104.0,Sha Tin,New Territories,yes,193.6430083559987,Basketball,187,88.41446452617768,
34,Chinese,Male,26458.0,Tsuen Wan,New Territories,yes,162.34666555604292,Badminton,151,61.976586420670216,
29,Chinese,Male,45273.0,Sai Kung,New Territories,yes,181.69898848593735,Swimming,164,81.55601801881573,
41,Chinese,Male,51288.0,Wan Chai,Hong Kong Island,yes,300.0,Fencing,146,61.4889606415596,909.6754867525839
67,Chinese,Male,26209.0,Tuen Mun,New Territories,yes,135.0,Martial Arts,176,85.09920128638412,
67,Chinese,Female,51277.0,Southern,Hong Kong Island,no,0.0,Basketball,185,75.29098017069431,533.9477629968101
18,Chinese,Female,23403.0,Sai Kung,New Territories,yes,169.98158802612093,Cycling,198,92.46440118943161,
32,Chinese,Female,30638.0,Central and Western,Hong Kong Island,no,0.0,Tennis,195,86.14801169980288,2263.8352796726313
37,Chinese,Female,56299.0,Yuen Long,New Territories,no,0.0,Rugby,182,90.70156134951611,
56,Chinese,Male,72333.0,Tai Po,New Territories,yes,315.2892963291588,Tennis,181,81.66887133897434,
56,Other,Male,27028.0,Yuen Long,New Territories,yes,248.46686585659617,Basketball,183,71.77737147154406,
48,Other,Male,57755.0,Islands,New Territories,no,0.0,Badminton,160,78.333225448831,
62,Chinese,Female,42350.0,Yau Tsim Mong,Kowloon,no,0.0,Swimming,164,66.77517521328767,
30,Chinese,Female,36979.0,Tai Po,New Territories,no,0.0,Rugby,176,87.096883161517,
47,South Asians,Female,47674.0,Kowloon City,Kowloon,yes,234.97207977633494,Cycling,198,87.08493782772919,
66,Chinese,Female,29106.0,Islands,New Territories,yes,161.52559620665423,Tennis,176,78.50534898755126,
49,South Asians,Male,26386.0,Eastern,Hong Kong Island,no,0.0,Fencing,190,77.08127986982807,638.9598939326826
35,Chinese,Female,41647.0,Yau Tsim Mong,Kowloon,no,0.0,Dragon Boat,148,92.16871647437452,
50,Whites,Female,33747.0,Sham Shui Po,Kowloon,no,0.0,Dragon Boat,188,74.32184177557147,
46,Chinese,Male,39116.0,Sha Tin,New Territories,no,0.0,Badminton,195,78.94025266951891,
26,Chinese,Male,44445.0,North,New Territories,no,0.0,Badminton,182,73.46581883136528,
61,Chinese,Female,54164.0,Kwun Tong,Kowloon,yes,261.36503030709355,Fencing,171,69.81844088272288,
35,Chinese,Female,30137.0,Wan Chai,Hong Kong Island,no,0.0,Tennis,151,72.70410812743742,1323.4500079283785
63,Whites,Male,68212.0,Yau Tsim Mong,Kowloon,yes,339.80922386097444,Fencing,156,80.1292225671824,
55,Chinese,Female,36665.0,Yuen Long,New Territories,no,0.0,Dragon Boat,185,71.25299990070877,
52,Filipinos,Male,30638.0,Yuen Long,New Territories,yes,178.05095991184578,Martial Arts,181,92.08805363815819,
51,Chinese,Male,27101.0,Tuen Mun,New Territories,yes,197.1420687198823,Basketball,174,80.31833080098706,
60,Chinese,Female,45810.0,Tai Po,New Territories,no,0.0,Dragon Boat,193,90.53882703135102,
43,South Asians,Male,74947.0,Eastern,Hong Kong Island,yes,583.0626992457499,Martial Arts,149,82.78302252635405,1344.335493898013
49,Chinese,Male,46201.0,Eastern,Hong Kong Island,yes,553.041965583132,Jogging,185,71.08258939279567,1729.0104575747803
63,Chinese,Female,48646.0,Wan Chai,Hong Kong Island,no,0.0,Swimming,144,77.2699974876877,2000.6694448413361
46,Chinese,Female,48084.0,Kowloon City,Kowloon,yes,242.0225540822893,Tennis,151,68.28240228505878,
51,South Asians,Male,44218.0,North,New Territories,yes,164.27582694406803,Swimming,169,70.04909088014773,
40,Chinese,Female,53070.0,Tai Po,New Territories,yes,135.0,Tennis,189,71.79792415215049,
66,Chinese,Female,58020.0,Wan Chai,Hong Kong Island,yes,401.7797169723061,Tennis,197,76.92806432290436,881.4769634515656
54,South Asians,Female,34550.0,Yau Tsim Mong,Kowloon,yes,195.0,Badminton,156,77.65196614000556,
22,Other,Female,48317.0,Tuen Mun,New Territories,yes,135.0,Martial Arts,185,82.02119915200444,
39,Chinese,Female,76654.0,Islands,New Territories,yes,176.8874639413312,Martial Arts,142,74.60191466047719,
27,Chinese,Male,41030.0,Kwai Tsing,New Territories,yes,319.8081794318353,Basketball,151,75.69180544577894,
65,Chinese,Male,32270.0,North,New Territories,yes,135.0,Gymnastics,182,84.0160946001545,
35,Chinese,Female,42476.0,Sham Shui Po,Kowloon,no,0.0,Swimming,168,72.08493043951694,
60,Chinese,Male,47269.0,Wan Chai,Hong Kong Island,yes,300.0,Swimming,140,74.87458634543931,1056.3985399241585
63,Chinese,Female,30952.0,Tsuen Wan,New Territories,yes,135.0,Tennis,156,67.8255078987913,
60,Chinese,Female,26454.0,Sai Kung,New Territories,no,0.0,Martial Arts,142,70.72316916375763,
32,Chinese,Male,41532.0,Sham Shui Po,Kowloon,no,0.0,Martial Arts,148,79.12506321509376,
27,Chinese,Male,33117.0,North,New Territories,no,0.0,Jogging,144,79.15550697233975,
40,Chinese,Female,20658.0,Kwai Tsing,New Territories,yes,308.96331379016794,Martial Arts,189,81.90298845110925,
45,Filipinos,Male,72788.0,Tai Po,New Territories,no,0.0,Jogging,183,74.4494685553471,
70,Chinese,Male,49970.0,Yau Tsim Mong,Kowloon,no,0.0,Martial Arts,188,73.76779493222091,
24,Filipinos,Female,30928.0,Kwun Tong,Kowloon,yes,195.0,Swimming,157,69.10189807660267,
40,Chinese,Male,70982.0,Kwun Tong,Kowloon,no,0.0,Martial Arts,160,79.96046470694384,
62,Filipinos,Female,31840.0,Central and Western,Hong Kong Island,yes,358.76000890228386,Fencing,164,76.07539610342664,897.3179298348665
31,Chinese,Female,47321.0,Southern,Hong Kong Island,no,0.0,Cycling,178,74.94233407980535,1260.077561797776
39,Other,Male,23544.0,Tai Po,New Territories,no,0.0,Badminton,169,86.81464969009225,
65,Chinese,Female,46556.0,North,New Territories,yes,176.63128928395582,Jogging,198,87.80402365490217,
61,Chinese,Female,47873.0,Wong Tai Sin,Kowloon,yes,195.0,Tennis,187,93.42344060779772,
50,Chinese,Male,30163.0,Sha Tin,New Territories,yes,135.0,Jogging,181,74.6604489496077,
63,Chinese,Male,54322.0,Sha Tin,New Territories,no,0.0,Gymnastics,198,80.06549345758128,
65,Chinese,Male,77399.0,Sai Kung,New Territories,yes,177.01578273911673,Martial Arts,147,80.88731018092557,
46,Chinese,Female,64047.0,Sai Kung,New Territories,no,0.0,Basketball,141,81.10910817711411,
69,Chinese,Female,30386.0,Yuen Long,New Territories,yes,135.0,Jogging,188,86.1787644744507,
40,Chinese,Female,33331.0,Islands,New Territories,yes,523.8514978181057,Fencing,187,78.79407778157798,
21,Chinese,Female,46700.0,Wan Chai,Hong Kong Island,yes,300.0,Football,140,56.98635198619573,698.0526693010884
18,Chinese,Male,68961.0,Eastern,Hong Kong Island,yes,355.06642178933714,Basketball,154,68.24104182163397,1199.5831730023585
43,Chinese,Female,59675.0,Islands,New Territories,yes,224.42392610372275,Gymnastics,152,79.8854452807204,
18,Chinese,Female,62649.0,Tuen Mun,New Territories,yes,311.9208069290478,Martial Arts,176,73.7045201222826,
67,Chinese,Female,53309.0,Sham Shui Po,Kowloon,yes,195.0,Dragon Boat,197,83.37146624422888,
48,Chinese,Female,48457.0,Islands,New Territories,yes,259.1902279477368,Fencing,193,79.83795426986914,
30,Other,Female,27717.0,Islands,New Territories,yes,135.0,Football,142,85.38837088535884,
45,Other,Male,21933.0,Tai Po,New Territories,no,0.0,Football,164,81.54159498338096,
34,Chinese,Male,46008.0,Wong Tai Sin,Kowloon,yes,269.16433739582993,Gymnastics,153,70.24986456136074,
30,Chinese,Male,42048.0,Tsuen Wan,New Territories,no,0.0,Rugby,191,89.45800031952197,
38,Other,Female,46145.0,Wan Chai,Hong Kong Island,no,0.0,Dragon Boat,151,83.54083545299567,1486.8666878917616
59,South Asians,Male,35169.0,Kwai Tsing,New Territories,yes,135.0,Football,148,72.43552563149838,
34,Chinese,Male,21146.0,Wong Tai Sin,Kowloon,no,0.0,Gymnastics,171,79.32917638041818,
60,Chinese,Female,31061.0,Sai Kung,New Territories,no,0.0,Cycling,147,64.00541118573769,
51,Filipinos,Male,20613.0,Tsuen Wan,New Territories,no,0.0,Martial Arts,157,73.48516072090777,
41,Other,Male,71150.0,Sai Kung,New Territories,no,0.0,Jogging,198,74.50872930397136,
37,Chinese,Female,44229.0,Tai Po,New Territories,yes,230.38543667179525,Tennis,179,68.87434057880765,
20,Chinese,Female,62548.0,Tuen Mun,New Territories,no,0.0,Cycling,164,79.29466778208761,
65,Chinese,Female,39829.0,Southern,Hong Kong Island,yes,300.0,Swimming,143,61.843053567949674,633.6584523562655
26,Chinese,Male,22705.0,North,New Territories,yes,257.2111784932402,Dragon Boat,174,67.50144920162384,
52,Chinese,Female,29671.0,Sham Shui Po,Kowloon,no,0.0,Dragon Boat,152,78.85225200920358,
65,Chinese,Female,20517.0,Sham Shui Po,Kowloon,yes,397.724826912,Fencing,142,59.08527536806733,
66,Chinese,Female,61092.0,Kwai Tsing,New Territories,yes,135.0,Swimming,146,78.04410099012298,
35,Whites,Female,31377.0,Sai Kung,New Territories,no,0.0,Fencing,200,94.81215357001241,
53,South Asians,Male,30513.0,Kwun Tong,Kowloon,yes,195.0,Rugby,176,94.42035906782121,
66,Chinese,Female,51713.0,Islands,New Territories,no,0.0,Dragon Boat,166,88.31287286850002,
48,Chinese,Female,26079.0,Tsuen Wan,New Territories,yes,159.8617339458234,Dragon Boat,151,81.93897983215723,
32,Chinese,Female,48603.0,Sha Tin,New Territories,yes,183.92366838525032,Jogging,183,85.09622125522762,
43,Chinese,Male,77836.0,Central and Western,Hong Kong Island,yes,300.0,Dragon Boat,180,79.87359632286791,974.5777843439807
44,Chinese,Female,29868.0,Tsuen Wan,New Territories,no,0.0,Fencing,160,66.23473536556288,
62,Chinese,Female,38485.0,Eastern,Hong Kong Island,no,0.0,Rugby,196,81.34594265675373,1434.1785257934716
38,South Asians,Male,54865.0,Wong Tai Sin,Kowloon,no,0.0,Rugby,171,74.20764498504393,
23,Chinese,Female,76383.0,Kowloon City,Kowloon,no,0.0,Swimming,186,83.56398923813832,
41,Chinese,Female,32939.0,Yuen Long,New Territories,yes,166.68481414237732,Gymnastics,149,71.11686133874676,
42,Whites,Female,36607.0,Yuen Long,New Territories,yes,275.9589740232085,Tennis,193,83.37624468410414,
36,Whites,Female,22993.0,Sha Tin,New Territories,no,0.0,Swimming,154,68.03760403124787,
58,Chinese,Female,54053.0,Wong Tai Sin,Kowloon,no,0.0,Badminton,158,82.51936608197241,
44,Filipinos,Male,44950.0,Kwun Tong,Kowloon,no,0.0,Badminton,170,80.32452954331512,
56,Whites,Female,32003.0,Islands,New Territories,yes,171.45587279630072,Dragon Boat,192,86.82818636597675,
56,Chinese,Male,24497.0,Wong Tai Sin,Kowloon,no,0.0,Jogging,189,89.00193593491247,
69,Chinese,Male,33184.0,Kowloon City,Kowloon,yes,366.932379033124,Jogging,180,83.59421233983096,
44,Chinese,Female,44883.0,Yuen Long,New Territories,no,0.0,Martial Arts,150,68.95600441306314,
55,Whites,Female,49002.0,Sha Tin,New Territories,yes,135.0,Jogging,187,75.79977538584313,
69,Chinese,Male,69161.0,Central and Western,Hong Kong Island,yes,418.93155992567176,Rugby,166,72.05809585096495,845.3419044256946
58,Chinese,Female,74977.0,Yau Tsim Mong,Kowloon,yes,195.0,Football,158,75.44535625757524,
50,Chinese,Male,43641.0,Islands,New Territories,yes,135.0,Martial Arts,200,81.17768476749137,
66,Chinese,Female,45362.0,Wong Tai Sin,Kowloon,yes,252.6451527498679,Fencing,179,83.21720189945486,
65,Whites,Female,32469.0,Tuen Mun,New Territories,yes,186.59747207594705,Dragon Boat,182,93.85132828457412,
46,Chinese,Female,26959.0,Central and Western,Hong Kong Island,no,0.0,Basketball,188,90.06316284155048,938.556014304903
27,Chinese,Female,31848.0,Tuen Mun,New Territories,yes,135.0,Football,193,96.24271816658376,
59,Chinese,Female,22529.0,Kowloon City,Kowloon,no,0.0,Gymnastics,146,81.53254091022161,
26,Chinese,Male,36195.0,Islands,New Territories,no,0.0,Dragon Boat,141,73.54968317593588,
22,Chinese,Female,40743.0,Tai Po,New Territories,yes,170.45187646225574,Dragon Boat,173,89.38246337706727,
48,Whites,Male,24356.0,North,New Territories,yes,266.8569812545965,Jogging,162,70.91974785096353,
32,Chinese,Male,49951.0,Yuen Long,New Territories,yes,203.5044805901097,Football,198,91.73196898972856,
55,Chinese,Male,37483.0,Tuen Mun,New Territories,yes,135.0,Swimming,155,82.67520823982319,
41,Whites,Female,51546.0,Islands,New Territories,no,0.0,Fencing,141,84.42381555835712,
60,Chinese,Male,35420.0,Wong Tai Sin,Kowloon,no,0.0,Martial Arts,152,68.4845574906117,
35,Chinese,Female,23570.0,Tsuen Wan,New Territories,yes,290.2784434264079,Tennis,155,81.5422061576659,
56,South Asians,Male,59321.0,Tsuen Wan,New Territories,no,0.0,Fencing,179,86.01827996518423,
67,South Asians,Female,40482.0,Kwai Tsing,New Territories,no,0.0,Jogging,181,62.55265358779211,
41,Chinese,Female,30669.0,Kowloon City,Kowloon,yes,362.727184687144,Dragon Boat,170,84.65416309649517,
19,Chinese,Male,24507.0,Yuen Long,New Territories,no,0.0,Tennis,176,69.35480557385586,
42,Chinese,Male,21486.0,Tuen Mun,New Territories,yes,167.43462776287492,Tennis,141,65.78789396176202,
33,Chinese,Female,34619.0,Sai Kung,New Territories,yes,225.65824178803388,Badminton,168,74.33165099341534,
33,Chinese,Female,51375.0,Yuen Long,New Territories,yes,135.0,Football,162,90.40264247260156,
65,Chinese,Female,27122.0,Sha Tin,New Territories,yes,440.47337891407096,Gymnastics,158,65.70659975629096,
24,Chinese,Female,44684.0,Tai Po,New Territories,yes,210.0620790974608,Cycling,160,67.99984775831571,
37,Chinese,Male,41973.0,North,New Territories,yes,135.0,Fencing,198,87.27170959422574,
57,Chinese,Male,52465.0,Islands,New Territories,no,0.0,Football,193,81.6686413158542,
70,Chinese,Male,43103.0,Sha Tin,New Territories,no,0.0,Gymnastics,147,81.9441272685419,
22,Filipinos,Female,27147.0,Yuen Long,New Territories,no,0.0,Football,166,82.49580896559905,
33,Chinese,Male,32170.0,Sha Tin,New Territories,yes,244.88308012509177,Martial Arts,165,80.43623295031486,
57,Chinese,Male,25375.0,Wan Chai,Hong Kong Island,no,0.0,Gymnastics,191,83.69618542365382,756.6580571861182
70,Chinese,Female,24757.0,Tsuen Wan,New Territories,no,0.0,Swimming,183,91.01945159511106,
45,Filipinos,Female,34969.0,Central and Western,Hong Kong Island,no,0.0,Basketball,190,92.00538029347206,136.50635933192746
54,Chinese,Male,31776.0,Yuen Long,New Territories,yes,135.0,Gymnastics,191,81.35013943047514,
66,Whites,Male,51955.0,Sham Shui Po,Kowloon,yes,437.9262082633975,Cycling,160,77.86135004564,
28,Chinese,Male,39711.0,Wan Chai,Hong Kong Island,no,0.0,Tennis,145,55.82636385600478,3199.750448920372
39,South Asians,Female,33457.0,Tai Po,New Territories,yes,135.0,Dragon Boat,190,79.13224784018,
49,Chinese,Male,48446.0,Sham Shui Po,Kowloon,no,0.0,Tennis,192,88.88897287019097,
45,Chinese,Male,30339.0,Southern,Hong Kong Island,yes,367.5185896725768,Fencing,151,75.24876736036512,1505.3193095429647
50,Whites,Female,41220.0,Sai Kung,New Territories,yes,302.6398731743769,Jogging,180,68.78471851928879,
59,Chinese,Male,76150.0,Central and Western,Hong Kong Island,no,0.0,Swimming,200,93.09780695309314,2079.1876169689203
47,Chinese,Male,46138.0,Tsuen Wan,New Territories,no,0.0,Football,177,67.98361235288132,
26,Chinese,Male,21325.0,Tsuen Wan,New Territories,yes,186.10739237905005,Cycling,142,68.66541698635771,
37,Chinese,Male,22493.0,Wan Chai,Hong Kong Island,yes,300.0,Swimming,164,75.98137930148532,838.3367081161409
67,Whites,Male,37438.0,North,New Territories,yes,166.47890761759024,Fencing,192,79.36544024816615,
38,Chinese,Male,21646.0,Sai Kung,New Territories,no,0.0,Football,163,69.13571792913484,
41,Other,Female,39779.0,Islands,New Territories,no,0.0,Football,144,72.86809317895172,
67,Chinese,Female,44906.0,Sham Shui Po,Kowloon,yes,248.2534988360252,Basketball,143,77.51369459731441,
29,Chinese,Male,32227.0,Tsuen Wan,New Territories,yes,135.0,Rugby,167,71.0529962129373,
55,Chinese,Male,29260.0,Yau Tsim Mong,Kowloon,no,0.0,Tennis,176,78.74585610601537,
64,Chinese,Male,46687.0,Tai Po,New Territories,yes,183.53388608217273,Jogging,156,68.36432702236483,
51,Filipinos,Female,28149.0,Southern,Hong Kong Island,yes,300.0,Dragon Boat,176,73.52447252404474,1206.3165790218154
36,Chinese,Male,66624.0,Kwun Tong,Kowloon,yes,379.4663256245633,Tennis,154,83.9820844531298,
36,Filipinos,Female,24279.0,Kwai Tsing,New Territories,no,0.0,Rugby,196,86.62316210034345,
27,Chinese,Female,45295.0,Yau Tsim Mong,Kowloon,yes,459.7172580480338,Cycling,169,78.49796233852909,
27,Chinese,Male,58543.0,Islands,New Territories,no,0.0,Rugby,178,81.67219252944676,
66,Chinese,Female,21194.0,Sha Tin,New Territories,yes,166.12065328260147,Fencing,154,77.65554573276933,
39,South Asians,Female,42307.0,Yuen Long,New Territories,yes,219.44403838014006,Gymnastics,157,67.44189436277681,
60,Chinese,Male,29131.0,Eastern,Hong Kong Island,yes,415.3895524301564,Fencing,156,85.44370755226134,1028.0080229061136
66,Chinese,Female,42450.0,Kowloon City,Kowloon,no,0.0,Cycling,158,84.42318316573184,
59,Whites,Female,28378.0,Wong Tai Sin,Kowloon,no,0.0,Jogging,199,81.95914821187786,
21,Chinese,Male,40446.0,Eastern,Hong Kong Island,yes,391.3908439803731,Martial Arts,190,81.20434637598743,723.0541566962892
27,Chinese,Male,42655.0,Southern,Hong Kong Island,yes,468.41266409980256,Rugby,146,74.21173897153689,974.8839375274018
50,Chinese,Female,50935.0,Kwun Tong,Kowloon,yes,420.2324971490406,Football,180,78.68795557164907,
62,Chinese,Female,20599.0,Islands,New Territories,yes,262.6159034222566,Gymnastics,193,78.56102522182786,
18,South Asians,Male,48892.0,Sai Kung,New Territories,no,0.0,Fencing,182,70.82459295936422,
25,Chinese,Male,52992.0,Sham Shui Po,Kowloon,yes,294.48935076516653,Badminton,191,92.61767029933532,
68,Whites,Male,21199.0,Sai Kung,New Territories,yes,230.07342480154836,Football,154,90.47307651489912,
20,Other,Male,30789.0,Tai Po,New Territories,no,0.0,Gymnastics,187,87.29257240239806,
53,Chinese,Female,26577.0,Southern,Hong Kong Island,no,0.0,Gymnastics,186,89.37437986084241,410.4381374518142
18,Chinese,Female,29995.0,Kwun Tong,Kowloon,yes,253.92577786510736,Dragon Boat,193,79.27400348049437,
52,South Asians,Male,27670.0,Kowloon City,Kowloon,yes,319.60941576609355,Basketball,190,77.1573021279049,
28,Chinese,Male,22248.0,Tai Po,New Territories,no,0.0,Cycling,146,78.26089458354599,
58,Filipinos,Female,37003.0,Wong Tai Sin,Kowloon,no,0.0,Tennis,183,90.40314313822984,
41,Chinese,Female,39390.0,Kwai Tsing,New Territories,yes,285.91030407995083,Martial Arts,197,80.73381994164968,
57,Chinese,Female,20237.0,Tuen Mun,New Territories,yes,182.8035660293709,Dragon Boat,176,67.28412569096041,
39,Chinese,Male,31720.0,Tsuen Wan,New Territories,no,0.0,Gymnastics,200,74.1787454881228,
57,Other,Female,72613.0,Sai Kung,New Territories,yes,230.1753121839816,Basketball,182,80.81263615449515,
42,South Asians,Male,51867.0,Kowloon City,Kowloon,yes,396.65327236990476,Gymnastics,158,75.77186915949707,
40,Whites,Female,30836.0,Yuen Long,New Territories,no,0.0,Jogging,147,64.18065641494093,
51,Chinese,Female,25244.0,Tai Po,New Territories,yes,165.49570579497117,Cycling,158,74.15689104636726,
51,Chinese,Female,28462.0,Kwai Tsing,New Territories,no,0.0,Badminton,162,85.48353506261229,
52,Other,Male,34136.0,Tuen Mun,New Territories,no,0.0,Tennis,166,72.03505639899728,
43,Whites,Female,39719.0,Sai Kung,New Territories,no,0.0,Football,142,85.56512076813635,
48,Chinese,Female,28896.0,Kwai Tsing,New Territories,yes,135.0,Jogging,180,79.66297718747202,
21,Chinese,Male,54059.0,Kowloon City,Kowloon,no,0.0,Jogging,180,76.19571673071124,
70,Chinese,Female,45306.0,North,New Territories,yes,230.02993311884958,Football,187,92.33143961501786,
28,Chinese,Female,24172.0,Islands,New Territories,yes,167.6059892236101,Jogging,173,84.71710059292272,
33,Chinese,Female,42749.0,Southern,Hong Kong Island,no,0.0,Cycling,151,70.58126387433333,146.0027317683173
41,Filipinos,Female,52006.0,Central and Western,Hong Kong Island,no,0.0,Gymnastics,180,79.87080262125755,3964.2392874360357
65,Chinese,Female,61270.0,Wan Chai,Hong Kong Island,yes,300.0,Jogging,153,56.537901183415485,309.46934849211607
59,Whites,Female,52848.0,Sham Shui Po,Kowloon,no,0.0,Rugby,174,89.46002555961536,
32,South Asians,Female,21466.0,Sham Shui Po,Kowloon,yes,195.0,Cycling,170,74.02565485261812,
65,Chinese,Female,36542.0,Tsuen Wan,New Territories,no,0.0,Martial Arts,199,71.21841447856931,
69,Chinese,Male,41028.0,Eastern,Hong Kong Island,no,0.0,Martial Arts,190,93.53075870015616,-13.464297792201478
66,Chinese,Female,44934.0,Sha Tin,New Territories,no,0.0,Gymnastics,189,75.47494162913233,
63,Chinese,Female,31408.0,Tuen Mun,New Territories,no,0.0,Fencing,160,79.20316987314567,
33,Chinese,Male,24511.0,Sha Tin,New Territories,no,0.0,Rugby,159,84.10969321874073,
61,Chinese,Female,21753.0,Islands,New Territories,yes,135.0,Rugby,172,95.57989524800465,
48,Chinese,Female,49587.0,Tai Po,New Territories,no,0.0,Dragon Boat,186,87.97014464205222,
19,South Asians,Male,20294.0,Tsuen Wan,New Territories,yes,135.0,Gymnastics,162,87.12805231129181,
44,South Asians,Male,24786.0,Sha Tin,New Territories,yes,245.3996422778219,Badminton,146,68.44542650553461,
24,Chinese,Female,47875.0,Kwun Tong,Kowloon,no,0.0,Football,140,61.54410591135783,
28,Chinese,Male,28645.0,North,New Territories,no,0.0,Basketball,163,72.37448238690742,
63,Chinese,Male,26175.0,Tuen Mun,New Territories,no,0.0,Cycling,176,87.74021701966115,
42,Chinese,Female,76873.0,Kwun Tong,Kowloon,no,0.0,Gymnastics,185,73.43145009807319,
22,Chinese,Male,42021.0,Islands,New Territories,no,0.0,Dragon Boat,143,72.26811532574763,
70,Whites,Male,34318.0,Kwai Tsing,New Territories,no,0.0,Badminton,145,66.23048104689607,
33,South Asians,Male,50534.0,Kowloon City,Kowloon,yes,195.0,Basketball,185,83.64439567082064,
26,Chinese,Male,33083.0,Kwai Tsing,New Territories,yes,328.6377455133749,Tennis,190,70.85020563135726,
54,Whites,Female,46298.0,Islands,New Territories,no,0.0,Rugby,144,70.21800862194121,
69,Chinese,Male,21526.0,Wong Tai Sin,Kowloon,no,0.0,Gymnastics,170,63.95462924595659,
22,South Asians,Male,29018.0,Wan Chai,Hong Kong Island,no,0.0,Jogging,155,70.69978902753819,1265.8893794144205
45,Chinese,Male,22699.0,Kwun Tong,Kowloon,yes,388.9303925997316,Swimming,194,88.16545310552269,
24,Chinese,Male,71970.0,Eastern,Hong Kong Island,yes,417.53109308534874,Football,187,85.83048944346405,567.5814026614266
54,Chinese,Male,48432.0,Kwun Tong,Kowloon,no,0.0,Jogging,144,78.824629575202,
34,Chinese,Male,24904.0,Islands,New Territories,no,0.0,Dragon Boat,157,69.53702400168652,
40,Chinese,Male,37808.0,Wan Chai,Hong Kong Island,no,0.0,Badminton,159,85.79691288984012,1229.5582689396701
42,Chinese,Female,52550.0,Wong Tai Sin,Kowloon,no,0.0,Badminton,171,76.48013022118785,
61,South Asians,Male,20925.0,Yau Tsim Mong,Kowloon,no,0.0,Jogging,175,95.62355643199605,
18,Chinese,Female,34527.0,Yuen Long,New Territories,no,0.0,Gymnastics,146,72.38336049507026,
37,Chinese,Male,40439.0,Islands,New Territories,no,0.0,Fencing,176,84.61214925278895,
24,Chinese,Female,23907.0,Tuen Mun,New Territories,yes,135.0,Basketball,193,88.23249258155737,
36,Chinese,Female,68582.0,Tuen Mun,New Territories,yes,266.9829986730398,Football,156,79.9367275519486,
22,Chinese,Female,34028.0,Southern,Hong Kong Island,yes,383.10979008196824,Jogging,163,70.86532344804748,996.5043230538123
29,South Asians,Male,42591.0,Eastern,Hong Kong Island,yes,414.2557093406412,Badminton,140,81.11413063806188,1268.6206533342902
43,Whites,Female,25004.0,Tai Po,New Territories,no,0.0,Swimming,193,81.32649694276176,
49,Chinese,Female,47359.0,Eastern,Hong Kong Island,no,0.0,Football,185,94.54233207836532,1178.117739415559
27,Chinese,Female,49103.0,Islands,New Territories,no,0.0,Badminton,182,83.95124033402573,
44,Chinese,Male,54396.0,Southern,Hong Kong Island,yes,300.0,Fencing,172,92.58026519114813,1083.1888721336218
50,Chinese,Male,36436.0,Yau Tsim Mong,Kowloon,no,0.0,Dragon Boat,169,68.93835583577173,
22,Chinese,Male,68018.0,Wong Tai Sin,Kowloon,yes,325.46642958005197,Fencing,178,85.95107541336445,
50,Whites,Male,33057.0,Eastern,Hong Kong Island,no,0.0,Cycling,178,97.11220125472164,990.0916615780807
38,Chinese,Male,51369.0,Wong Tai Sin,Kowloon,no,0.0,Dragon Boat,140,85.37670736576482,
55,Chinese,Female,50963.0,Islands,New Territories,yes,163.02359436085248,Football,146,71.54800489360389,
27,Chinese,Female,21057.0,Kowloon City,Kowloon,yes,251.32803260940267,Fencing,159,77.44289860770424,
65,Whites,Female,50535.0,Tai Po,New Territories,no,0.0,Gymnastics,174,81.56420105548224,
38,Chinese,Male,44247.0,Wong Tai Sin,Kowloon,no,0.0,Gymnastics,184,76.9879996667216,
52,Chinese,Male,23458.0,Yau Tsim Mong,Kowloon,no,0.0,Tennis,183,85.67732967200018,
27,Chinese,Male,36236.0,North,New Territories,no,0.0,Football,191,91.02065717420952,
51,Other,Male,46423.0,Yuen Long,New Territories,no,0.0,Tennis,181,91.76213488026339,
64,Chinese,Female,27181.0,Tai Po,New Territories,yes,226.1644725864745,Fencing,195,93.83421687888054,
34,Filipinos,Female,30238.0,Yau Tsim Mong,Kowloon,yes,473.7934307779654,Dragon Boat,190,99.14220650540052,
18,Chinese,Male,31996.0,Islands,New Territories,no,0.0,Basketball,174,80.15126641501726,
62,South Asians,Male,30563.0,Southern,Hong Kong Island,no,0.0,Gymnastics,197,76.63666736349978,2230.1961827094924
41,Chinese,Female,22322.0,Kwai Tsing,New Territories,no,0.0,Basketball,178,65.86375058208745,
18,Chinese,Male,31540.0,Tai Po,New Territories,yes,267.6317131631758,Fencing,184,83.4278560276183,
21,Chinese,Male,54228.0,Kwun Tong,Kowloon,yes,295.388730145127,Cycling,151,63.91358171927233,
46,Whites,Female,47953.0,Tuen Mun,New Territories,no,0.0,Badminton,149,83.01460476469644,
26,Other,Male,30841.0,Yuen Long,New Territories,no,0.0,Tennis,194,81.70141122960698,
52,Chinese,Male,76715.0,Eastern,Hong Kong Island,no,0.0,Jogging,186,93.27762162402226,2986.4920475577032
22,South Asians,Female,33551.0,Eastern,Hong Kong Island,no,0.0,Football,168,82.50461722015916,1405.2736162912852
67,South Asians,Male,49340.0,Kowloon City,Kowloon,no,0.0,Cycling,183,88.14034833801726,
55,Chinese,Male,53510.0,Yau Tsim Mong,Kowloon,yes,260.02767512748704,Gymnastics,148,79.88164845583657,
